,index,h_id,t_id,freq_h,freq_t,freq,norm_freq,norm_freq_h,norm_freq_t
0,0,0,0,14,0,14,0.001607717041800643,0.06422018348623854,0.0
1,1,2,2,34,15,49,0.007234726688102894,0.1559633027522936,0.002486737400530504
2,2,4,4,9,2,11,0.00112540192926045,0.04128440366972477,0.0003315649867374005
3,3,6,6,16,0,16,0.0019292604501607716,0.07339449541284404,0.0
4,4,8,8,15,1,16,0.0019292604501607716,0.06880733944954129,0.00016578249336870026
5,5,10,10,7,2,9,0.0008038585209003215,0.03211009174311927,0.0003315649867374005
6,6,12,12,15,0,15,0.0017684887459807075,0.06880733944954129,0.0
7,7,14,14,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
8,8,16,16,7,0,7,0.0004823151125401929,0.03211009174311927,0.0
9,9,18,18,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
10,10,20,20,11,3,14,0.001607717041800643,0.05045871559633028,0.0004973474801061008
11,11,22,22,29,6,35,0.004983922829581993,0.13302752293577982,0.0009946949602122016
12,12,24,24,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
13,13,26,26,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
14,14,28,28,17,2,19,0.002411575562700965,0.0779816513761468,0.0003315649867374005
15,15,30,30,5,31,36,0.005144694533762058,0.022935779816513763,0.005139257294429708
16,16,32,32,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
17,17,34,34,14,0,14,0.001607717041800643,0.06422018348623854,0.0
18,18,36,36,8,5,13,0.0014469453376205787,0.03669724770642202,0.0008289124668435014
19,19,38,38,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
20,20,40,40,15,10,25,0.0033762057877813503,0.06880733944954129,0.0016578249336870027
21,21,41,41,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
22,22,43,43,5,4,9,0.0008038585209003215,0.022935779816513763,0.000663129973474801
23,23,46,46,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
24,24,48,48,39,1,40,0.005787781350482315,0.17889908256880735,0.00016578249336870026
25,25,50,50,11,0,11,0.00112540192926045,0.05045871559633028,0.0
26,26,52,52,11,0,11,0.00112540192926045,0.05045871559633028,0.0
27,27,54,54,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
28,28,56,56,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
29,29,58,58,9,3,12,0.0012861736334405145,0.04128440366972477,0.0004973474801061008
30,30,60,60,16,0,16,0.0019292604501607716,0.07339449541284404,0.0
31,31,62,62,11,4,15,0.0017684887459807075,0.05045871559633028,0.000663129973474801
32,32,64,64,16,0,16,0.0019292604501607716,0.07339449541284404,0.0
33,33,66,66,30,8,38,0.005466237942122186,0.13761467889908258,0.001326259946949602
34,34,68,68,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
35,35,70,70,11,0,11,0.00112540192926045,0.05045871559633028,0.0
36,36,72,72,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
37,37,74,74,8,3,11,0.00112540192926045,0.03669724770642202,0.0004973474801061008
38,38,75,75,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
39,39,77,77,19,0,19,0.002411575562700965,0.0871559633027523,0.0
40,40,78,78,11,0,11,0.00112540192926045,0.05045871559633028,0.0
41,41,79,79,24,84,108,0.016720257234726688,0.11009174311926606,0.013925729442970823
42,42,81,81,14,0,14,0.001607717041800643,0.06422018348623854,0.0
43,43,82,82,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
44,44,84,84,15,0,15,0.0017684887459807075,0.06880733944954129,0.0
45,45,86,86,11,0,11,0.00112540192926045,0.05045871559633028,0.0
46,46,88,88,7,13,20,0.002572347266881029,0.03211009174311927,0.0021551724137931034
47,47,90,90,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
48,48,92,92,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
49,49,94,94,6,8,14,0.001607717041800643,0.027522935779816515,0.001326259946949602
50,50,95,95,7,0,7,0.0004823151125401929,0.03211009174311927,0.0
51,51,97,97,8,0,8,0.0006430868167202572,0.03669724770642202,0.0
52,52,99,99,11,0,11,0.00112540192926045,0.05045871559633028,0.0
53,53,101,101,16,0,16,0.0019292604501607716,0.07339449541284404,0.0
54,54,103,103,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
55,55,105,105,23,1,24,0.003215434083601286,0.10550458715596331,0.00016578249336870026
56,56,107,107,8,0,8,0.0006430868167202572,0.03669724770642202,0.0
57,57,109,109,6,5,11,0.00112540192926045,0.027522935779816515,0.0008289124668435014
58,58,110,110,114,182,296,0.04694533762057878,0.5229357798165137,0.03017241379310345
59,59,112,112,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
60,60,114,114,16,0,16,0.0019292604501607716,0.07339449541284404,0.0
61,61,116,116,10,1,11,0.00112540192926045,0.045871559633027525,0.00016578249336870026
62,62,118,118,23,1,24,0.003215434083601286,0.10550458715596331,0.00016578249336870026
63,63,119,119,9,2,11,0.00112540192926045,0.04128440366972477,0.0003315649867374005
64,64,121,121,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
65,65,122,122,16,3,19,0.002411575562700965,0.07339449541284404,0.0004973474801061008
66,66,123,123,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
67,67,124,124,19,0,19,0.002411575562700965,0.0871559633027523,0.0
68,68,126,126,48,28,76,0.01157556270096463,0.22018348623853212,0.004641909814323607
69,69,128,128,30,0,30,0.004180064308681672,0.13761467889908258,0.0
70,70,130,130,14,0,14,0.001607717041800643,0.06422018348623854,0.0
71,71,132,132,7,6,13,0.0014469453376205787,0.03211009174311927,0.0009946949602122016
72,72,134,134,28,0,28,0.0038585209003215433,0.12844036697247707,0.0
73,73,136,136,20,3,23,0.003054662379421222,0.09174311926605505,0.0004973474801061008
74,74,137,137,19,0,19,0.002411575562700965,0.0871559633027523,0.0
75,75,138,138,10,4,14,0.001607717041800643,0.045871559633027525,0.000663129973474801
76,76,140,140,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
77,77,142,142,19,17,36,0.005144694533762058,0.0871559633027523,0.0028183023872679043
78,78,144,144,7,0,7,0.0004823151125401929,0.03211009174311927,0.0
79,79,146,146,111,97,208,0.03279742765273312,0.5091743119266054,0.016080901856763925
80,80,148,148,7,0,7,0.0004823151125401929,0.03211009174311927,0.0
81,81,149,149,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
82,82,151,151,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
83,83,153,153,11,0,11,0.00112540192926045,0.05045871559633028,0.0
84,84,155,155,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
85,85,157,157,14,0,14,0.001607717041800643,0.06422018348623854,0.0
86,86,159,159,11,0,11,0.00112540192926045,0.05045871559633028,0.0
87,87,161,161,25,0,25,0.0033762057877813503,0.11467889908256881,0.0
88,88,163,163,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
89,89,165,165,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
90,90,167,167,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
91,91,169,169,10,3,13,0.0014469453376205787,0.045871559633027525,0.0004973474801061008
92,92,171,171,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
93,93,173,173,18,1,19,0.002411575562700965,0.08256880733944955,0.00016578249336870026
94,94,175,175,16,0,16,0.0019292604501607716,0.07339449541284404,0.0
95,95,177,177,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
96,96,179,179,17,1,18,0.0022508038585209,0.0779816513761468,0.00016578249336870026
97,97,180,180,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
98,98,181,181,18,0,18,0.0022508038585209,0.08256880733944955,0.0
99,99,183,183,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
100,100,184,184,27,1,28,0.0038585209003215433,0.12385321100917432,0.00016578249336870026
101,101,186,186,14,0,14,0.001607717041800643,0.06422018348623854,0.0
102,102,188,188,11,0,11,0.00112540192926045,0.05045871559633028,0.0
103,103,190,190,11,0,11,0.00112540192926045,0.05045871559633028,0.0
104,104,192,192,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
105,105,194,194,10,1,11,0.00112540192926045,0.045871559633027525,0.00016578249336870026
106,106,195,195,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
107,107,197,197,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
108,108,199,199,13,1,14,0.001607717041800643,0.05963302752293578,0.00016578249336870026
109,109,201,201,20,0,20,0.002572347266881029,0.09174311926605505,0.0
110,110,203,203,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
111,111,204,204,18,0,18,0.0022508038585209,0.08256880733944955,0.0
112,112,206,206,93,143,236,0.03729903536977492,0.42660550458715596,0.023706896551724137
113,113,208,208,14,0,14,0.001607717041800643,0.06422018348623854,0.0
114,114,209,209,11,0,11,0.00112540192926045,0.05045871559633028,0.0
115,115,211,211,8,0,8,0.0006430868167202572,0.03669724770642202,0.0
116,116,213,213,34,3,37,0.005305466237942123,0.1559633027522936,0.0004973474801061008
117,117,215,215,10,4,14,0.001607717041800643,0.045871559633027525,0.000663129973474801
118,118,217,217,7,7,14,0.001607717041800643,0.03211009174311927,0.0011604774535809018
119,119,219,219,17,0,17,0.002090032154340836,0.0779816513761468,0.0
120,120,221,221,18,0,18,0.0022508038585209,0.08256880733944955,0.0
121,121,223,223,14,2,16,0.0019292604501607716,0.06422018348623854,0.0003315649867374005
122,122,225,225,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
123,123,227,227,39,27,66,0.009967845659163987,0.17889908256880735,0.0044761273209549075
124,124,228,228,5,5,10,0.0009646302250803858,0.022935779816513763,0.0008289124668435014
125,125,230,230,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
126,126,232,232,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
127,127,234,234,13,1,14,0.001607717041800643,0.05963302752293578,0.00016578249336870026
128,128,236,236,11,0,11,0.00112540192926045,0.05045871559633028,0.0
129,129,238,238,15,0,15,0.0017684887459807075,0.06880733944954129,0.0
130,130,240,240,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
131,131,242,242,7,1,8,0.0006430868167202572,0.03211009174311927,0.00016578249336870026
132,132,244,244,22,0,22,0.0028938906752411574,0.10091743119266056,0.0
133,133,246,246,15,1,16,0.0019292604501607716,0.06880733944954129,0.00016578249336870026
134,134,248,248,17,0,17,0.002090032154340836,0.0779816513761468,0.0
135,135,249,249,51,42,93,0.014308681672025723,0.23394495412844038,0.006962864721485411
136,136,251,251,21,3,24,0.003215434083601286,0.0963302752293578,0.0004973474801061008
137,137,253,253,9,6,15,0.0017684887459807075,0.04128440366972477,0.0009946949602122016
138,138,254,254,28,0,28,0.0038585209003215433,0.12844036697247707,0.0
139,139,256,256,7,0,7,0.0004823151125401929,0.03211009174311927,0.0
140,140,258,258,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
141,141,260,260,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
142,142,261,261,15,0,15,0.0017684887459807075,0.06880733944954129,0.0
143,143,263,263,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
144,144,264,264,14,0,14,0.001607717041800643,0.06422018348623854,0.0
145,145,266,266,52,39,91,0.013987138263665594,0.23853211009174313,0.00646551724137931
146,146,267,267,45,4,49,0.007234726688102894,0.20642201834862386,0.000663129973474801
147,147,269,269,19,6,25,0.0033762057877813503,0.0871559633027523,0.0009946949602122016
148,148,270,270,10,1,11,0.00112540192926045,0.045871559633027525,0.00016578249336870026
149,149,272,272,14,0,14,0.001607717041800643,0.06422018348623854,0.0
150,150,274,274,16,0,16,0.0019292604501607716,0.07339449541284404,0.0
151,151,276,276,6,3,9,0.0008038585209003215,0.027522935779816515,0.0004973474801061008
152,152,277,277,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
153,153,279,279,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
154,154,280,280,25,0,25,0.0033762057877813503,0.11467889908256881,0.0
155,155,282,282,11,0,11,0.00112540192926045,0.05045871559633028,0.0
156,156,283,283,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
157,157,285,285,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
158,158,287,287,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
159,159,289,289,11,0,11,0.00112540192926045,0.05045871559633028,0.0
160,160,290,290,11,0,11,0.00112540192926045,0.05045871559633028,0.0
161,161,292,292,16,0,16,0.0019292604501607716,0.07339449541284404,0.0
162,162,294,294,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
163,163,295,295,7,4,11,0.00112540192926045,0.03211009174311927,0.000663129973474801
164,164,296,296,149,198,347,0.055144694533762056,0.6834862385321101,0.03282493368700265
165,165,298,298,11,0,11,0.00112540192926045,0.05045871559633028,0.0
166,166,300,300,16,0,16,0.0019292604501607716,0.07339449541284404,0.0
167,167,301,301,52,121,173,0.027170418006430868,0.23853211009174313,0.02005968169761273
168,168,303,303,16,0,16,0.0019292604501607716,0.07339449541284404,0.0
169,169,305,305,12,1,13,0.0014469453376205787,0.05504587155963303,0.00016578249336870026
170,170,306,306,11,0,11,0.00112540192926045,0.05045871559633028,0.0
171,171,308,308,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
172,172,310,310,11,0,11,0.00112540192926045,0.05045871559633028,0.0
173,173,312,312,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
174,174,314,314,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
175,175,316,316,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
176,176,318,318,11,0,11,0.00112540192926045,0.05045871559633028,0.0
177,177,320,320,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
178,178,322,322,14,0,14,0.001607717041800643,0.06422018348623854,0.0
179,179,323,323,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
180,180,325,325,14,0,14,0.001607717041800643,0.06422018348623854,0.0
181,181,327,327,13,1,14,0.001607717041800643,0.05963302752293578,0.00016578249336870026
182,182,328,328,12,6,18,0.0022508038585209,0.05504587155963303,0.0009946949602122016
183,183,67,67,46,36,82,0.012540192926045015,0.21100917431192662,0.005968169761273209
184,184,331,331,12,6,18,0.0022508038585209,0.05504587155963303,0.0009946949602122016
185,185,333,333,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
186,186,335,335,10,5,15,0.0017684887459807075,0.045871559633027525,0.0008289124668435014
187,187,336,336,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
188,188,338,338,16,2,18,0.0022508038585209,0.07339449541284404,0.0003315649867374005
189,189,340,340,11,0,11,0.00112540192926045,0.05045871559633028,0.0
190,190,341,341,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
191,191,342,342,11,0,11,0.00112540192926045,0.05045871559633028,0.0
192,192,343,343,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
193,193,345,345,11,8,19,0.002411575562700965,0.05045871559633028,0.001326259946949602
194,194,347,347,11,0,11,0.00112540192926045,0.05045871559633028,0.0
195,195,349,349,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
196,196,350,350,11,1,12,0.0012861736334405145,0.05045871559633028,0.00016578249336870026
197,197,351,351,36,13,49,0.007234726688102894,0.1651376146788991,0.0021551724137931034
198,198,353,353,21,0,21,0.002733118971061093,0.0963302752293578,0.0
199,199,355,355,8,0,8,0.0006430868167202572,0.03669724770642202,0.0
200,200,357,357,7,1,8,0.0006430868167202572,0.03211009174311927,0.00016578249336870026
201,201,359,359,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
202,202,360,360,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
203,203,362,362,16,6,22,0.0028938906752411574,0.07339449541284404,0.0009946949602122016
204,204,364,364,20,0,20,0.002572347266881029,0.09174311926605505,0.0
205,205,366,366,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
206,206,367,367,14,0,14,0.001607717041800643,0.06422018348623854,0.0
207,207,369,369,8,0,8,0.0006430868167202572,0.03669724770642202,0.0
208,208,371,371,9,1,10,0.0009646302250803858,0.04128440366972477,0.00016578249336870026
209,209,372,372,11,2,13,0.0014469453376205787,0.05045871559633028,0.0003315649867374005
210,210,373,373,9,3,12,0.0012861736334405145,0.04128440366972477,0.0004973474801061008
211,211,374,374,25,0,25,0.0033762057877813503,0.11467889908256881,0.0
212,212,375,375,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
213,213,376,376,39,31,70,0.010610932475884245,0.17889908256880735,0.005139257294429708
214,214,378,378,11,0,11,0.00112540192926045,0.05045871559633028,0.0
215,215,380,380,13,4,17,0.002090032154340836,0.05963302752293578,0.000663129973474801
216,216,381,381,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
217,217,383,383,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
218,218,385,385,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
219,219,387,387,15,0,15,0.0017684887459807075,0.06880733944954129,0.0
220,220,389,389,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
221,221,390,390,25,0,25,0.0033762057877813503,0.11467889908256881,0.0
222,222,393,393,23,2,25,0.0033762057877813503,0.10550458715596331,0.0003315649867374005
223,223,395,395,10,1,11,0.00112540192926045,0.045871559633027525,0.00016578249336870026
224,224,396,396,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
225,225,397,397,16,0,16,0.0019292604501607716,0.07339449541284404,0.0
226,226,398,398,22,0,22,0.0028938906752411574,0.10091743119266056,0.0
227,227,400,400,8,0,8,0.0006430868167202572,0.03669724770642202,0.0
228,228,402,402,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
229,229,403,403,8,2,10,0.0009646302250803858,0.03669724770642202,0.0003315649867374005
230,230,405,405,28,0,28,0.0038585209003215433,0.12844036697247707,0.0
231,231,407,407,15,0,15,0.0017684887459807075,0.06880733944954129,0.0
232,232,409,409,16,1,17,0.002090032154340836,0.07339449541284404,0.00016578249336870026
233,233,411,411,7,0,7,0.0004823151125401929,0.03211009174311927,0.0
234,234,413,413,8,0,8,0.0006430868167202572,0.03669724770642202,0.0
235,235,415,415,17,0,17,0.002090032154340836,0.0779816513761468,0.0
236,236,417,417,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
237,237,418,418,28,0,28,0.0038585209003215433,0.12844036697247707,0.0
238,238,420,420,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
239,239,421,421,25,9,34,0.00482315112540193,0.11467889908256881,0.0014920424403183023
240,240,423,423,18,13,31,0.004340836012861737,0.08256880733944955,0.0021551724137931034
241,241,424,424,11,0,11,0.00112540192926045,0.05045871559633028,0.0
242,242,426,426,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
243,243,427,427,17,0,17,0.002090032154340836,0.0779816513761468,0.0
244,244,429,429,19,0,19,0.002411575562700965,0.0871559633027523,0.0
245,245,430,430,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
246,246,432,432,19,2,21,0.002733118971061093,0.0871559633027523,0.0003315649867374005
247,247,434,434,11,0,11,0.00112540192926045,0.05045871559633028,0.0
248,248,435,435,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
249,249,436,436,11,0,11,0.00112540192926045,0.05045871559633028,0.0
250,250,437,437,11,1,12,0.0012861736334405145,0.05045871559633028,0.00016578249336870026
251,251,438,438,14,0,14,0.001607717041800643,0.06422018348623854,0.0
252,252,439,439,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
253,253,440,440,18,0,18,0.0022508038585209,0.08256880733944955,0.0
254,254,442,442,11,0,11,0.00112540192926045,0.05045871559633028,0.0
255,255,444,444,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
256,256,445,445,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
257,257,446,446,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
258,258,448,448,17,0,17,0.002090032154340836,0.0779816513761468,0.0
259,259,449,449,24,0,24,0.003215434083601286,0.11009174311926606,0.0
260,260,451,451,14,0,14,0.001607717041800643,0.06422018348623854,0.0
261,261,453,453,35,5,40,0.005787781350482315,0.16055045871559634,0.0008289124668435014
262,262,455,455,21,5,26,0.003536977491961415,0.0963302752293578,0.0008289124668435014
263,263,457,457,15,0,15,0.0017684887459807075,0.06880733944954129,0.0
264,264,459,459,8,1,9,0.0008038585209003215,0.03669724770642202,0.00016578249336870026
265,265,460,460,8,0,8,0.0006430868167202572,0.03669724770642202,0.0
266,266,462,462,19,1,20,0.002572347266881029,0.0871559633027523,0.00016578249336870026
267,267,463,463,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
268,268,466,466,14,1,15,0.0017684887459807075,0.06422018348623854,0.00016578249336870026
269,269,468,468,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
270,270,469,469,26,0,26,0.003536977491961415,0.11926605504587157,0.0
271,271,471,471,17,1,18,0.0022508038585209,0.0779816513761468,0.00016578249336870026
272,272,472,472,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
273,273,474,474,8,0,8,0.0006430868167202572,0.03669724770642202,0.0
274,274,476,476,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
275,275,478,478,24,0,24,0.003215434083601286,0.11009174311926606,0.0
276,276,480,480,11,0,11,0.00112540192926045,0.05045871559633028,0.0
277,277,481,481,15,0,15,0.0017684887459807075,0.06880733944954129,0.0
278,278,483,483,15,5,20,0.002572347266881029,0.06880733944954129,0.0008289124668435014
279,279,484,484,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
280,280,486,486,15,5,20,0.002572347266881029,0.06880733944954129,0.0008289124668435014
281,281,488,488,11,0,11,0.00112540192926045,0.05045871559633028,0.0
282,282,489,489,7,0,7,0.0004823151125401929,0.03211009174311927,0.0
283,283,491,491,11,0,11,0.00112540192926045,0.05045871559633028,0.0
284,284,492,492,14,0,14,0.001607717041800643,0.06422018348623854,0.0
285,285,494,494,7,7,14,0.001607717041800643,0.03211009174311927,0.0011604774535809018
286,286,496,496,24,1,25,0.0033762057877813503,0.11009174311926606,0.00016578249336870026
287,287,497,497,19,0,19,0.002411575562700965,0.0871559633027523,0.0
288,288,499,499,11,0,11,0.00112540192926045,0.05045871559633028,0.0
289,289,501,501,14,0,14,0.001607717041800643,0.06422018348623854,0.0
290,290,502,502,17,0,17,0.002090032154340836,0.0779816513761468,0.0
291,291,504,504,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
292,292,506,506,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
293,293,507,507,17,0,17,0.002090032154340836,0.0779816513761468,0.0
294,294,509,509,15,0,15,0.0017684887459807075,0.06880733944954129,0.0
295,295,511,511,15,0,15,0.0017684887459807075,0.06880733944954129,0.0
296,296,512,512,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
297,297,514,514,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
298,298,515,515,66,74,140,0.021864951768488745,0.30275229357798167,0.01226790450928382
299,299,517,517,10,2,12,0.0012861736334405145,0.045871559633027525,0.0003315649867374005
300,300,519,519,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
301,301,521,521,14,0,14,0.001607717041800643,0.06422018348623854,0.0
302,302,523,523,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
303,303,525,525,15,10,25,0.0033762057877813503,0.06880733944954129,0.0016578249336870027
304,304,526,526,22,0,22,0.0028938906752411574,0.10091743119266056,0.0
305,305,527,527,17,0,17,0.002090032154340836,0.0779816513761468,0.0
306,306,529,529,17,0,17,0.002090032154340836,0.0779816513761468,0.0
307,307,530,530,11,0,11,0.00112540192926045,0.05045871559633028,0.0
308,308,532,532,23,0,23,0.003054662379421222,0.10550458715596331,0.0
309,309,533,533,15,2,17,0.002090032154340836,0.06880733944954129,0.0003315649867374005
310,310,535,535,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
311,311,537,537,22,1,23,0.003054662379421222,0.10091743119266056,0.00016578249336870026
312,312,538,538,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
313,313,540,540,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
314,314,542,542,13,5,18,0.0022508038585209,0.05963302752293578,0.0008289124668435014
315,315,545,545,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
316,316,546,546,22,0,22,0.0028938906752411574,0.10091743119266056,0.0
317,317,548,548,15,0,15,0.0017684887459807075,0.06880733944954129,0.0
318,318,550,550,11,0,11,0.00112540192926045,0.05045871559633028,0.0
319,319,551,551,19,0,19,0.002411575562700965,0.0871559633027523,0.0
320,320,553,553,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
321,321,555,555,14,0,14,0.001607717041800643,0.06422018348623854,0.0
322,322,557,557,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
323,323,558,558,28,9,37,0.005305466237942123,0.12844036697247707,0.0014920424403183023
324,324,560,560,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
325,325,561,561,18,0,18,0.0022508038585209,0.08256880733944955,0.0
326,326,563,563,11,1,12,0.0012861736334405145,0.05045871559633028,0.00016578249336870026
327,327,565,565,11,0,11,0.00112540192926045,0.05045871559633028,0.0
328,328,566,566,15,0,15,0.0017684887459807075,0.06880733944954129,0.0
329,329,568,568,16,1,17,0.002090032154340836,0.07339449541284404,0.00016578249336870026
330,330,569,569,14,0,14,0.001607717041800643,0.06422018348623854,0.0
331,331,570,570,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
332,332,571,571,15,0,15,0.0017684887459807075,0.06880733944954129,0.0
333,333,572,572,11,0,11,0.00112540192926045,0.05045871559633028,0.0
334,334,574,574,19,0,19,0.002411575562700965,0.0871559633027523,0.0
335,335,575,575,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
336,336,576,576,9,1,10,0.0009646302250803858,0.04128440366972477,0.00016578249336870026
337,337,577,577,8,0,8,0.0006430868167202572,0.03669724770642202,0.0
338,338,578,578,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
339,339,579,579,14,0,14,0.001607717041800643,0.06422018348623854,0.0
340,340,581,581,19,0,19,0.002411575562700965,0.0871559633027523,0.0
341,341,583,583,8,1,9,0.0008038585209003215,0.03669724770642202,0.00016578249336870026
342,342,584,584,8,0,8,0.0006430868167202572,0.03669724770642202,0.0
343,343,585,585,15,3,18,0.0022508038585209,0.06880733944954129,0.0004973474801061008
344,344,587,587,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
345,345,588,588,11,0,11,0.00112540192926045,0.05045871559633028,0.0
346,346,590,590,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
347,347,592,592,14,0,14,0.001607717041800643,0.06422018348623854,0.0
348,348,593,593,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
349,349,595,595,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
350,350,596,596,10,0,10,0.0009646302250803858,0.045871559633027525,0.0
351,351,598,598,21,1,22,0.0028938906752411574,0.0963302752293578,0.00016578249336870026
352,352,600,600,23,0,23,0.003054662379421222,0.10550458715596331,0.0
353,353,601,601,12,0,12,0.0012861736334405145,0.05504587155963303,0.0
354,354,603,603,13,0,13,0.0014469453376205787,0.05963302752293578,0.0
355,355,604,604,11,0,11,0.00112540192926045,0.05045871559633028,0.0
356,356,606,606,11,0,11,0.00112540192926045,0.05045871559633028,0.0
357,357,607,607,23,3,26,0.003536977491961415,0.10550458715596331,0.0004973474801061008
358,358,608,608,9,0,9,0.0008038585209003215,0.04128440366972477,0.0
359,359,610,610,7,2,9,0.0008038585209003215,0.03211009174311927,0.0003315649867374005
