,h_id,r_id,t_id,predicted_head,rank_filtered_anyburl,rank_filtered_kge,rank_filtered_kge_0,rank_filtered_kge_1,rank_filtered_kge_2,rank_filtered_kge_3,rank_filtered_kge_4,difference_psi,better_predicted_by_anyburl_t0,better_predicted_by_anyburl_t20,similar_triples
0,15833,1,3098,False,1.0,2,2,3,1,3,1,1.016303054753851,1,0,12
1,15833,1,3098,True,8.0,92,187,49,16,158,48,1.00003260825996,1,0,551
2,4065,13,65442,False,7.0,5,3,3,5,5,11,0.8333333333333334,-1,0,0
4,47839,1,1433,False,1.0,2,2,1,3,1,2,1.01219188974291,1,0,3
5,47839,1,1433,True,4.0,26,27,24,71,7,1,11.948613747802368,1,1,77
6,67943,2,15647,False,1.0,1,1,1,1,1,1,1.0,0,0,5
7,67943,2,15647,True,1.0,2,3,2,2,3,2,1.0000142953381752,1,0,58
8,28604,24,14533,False,1.0,1,1,2,1,1,1,1.0,0,0,0
10,86509,2,164,False,1.0,1,1,1,1,1,1,1.0,0,0,7
11,86509,2,164,True,1.0,12,7,18,12,20,1,1.000058147912693,1,0,511
12,88231,1,1542,False,2.0,7,4,9,10,9,1,1.2272738662807594,1,1,3
13,88231,1,1542,True,26.0,456,383,665,536,665,32,11.777071412585942,1,1,356
14,71019,3,75381,False,4.0,3,2,5,5,2,1,0.9810473815461348,-1,0,0
15,71019,3,75381,True,64.0,39,4,10,71,45,65,1.0,0,0,4
16,93245,7,23,False,1.0,1,1,1,1,1,1,1.0,0,0,0
18,61033,2,950,False,1.0,1,1,1,1,1,1,1.0,0,0,7
19,61033,2,950,True,2.0,3,2,8,4,1,1,1.0000306376918042,1,0,115
20,80933,0,2964,False,1.0,1,1,1,1,1,2,1.0,0,0,2
21,80933,0,2964,True,176.0,68,11,12,18,22,279,0.7761237451737453,-1,-1,272
22,8070,2,2175,False,1.0,4,6,2,5,6,1,9.948792321485076,1,1,7
23,8070,2,2175,True,2.0,263,144,41,276,855,1,11.40666560736292,1,1,501
24,87716,1,12933,False,1.0,1,1,1,1,2,1,1.0,0,0,2
25,87716,1,12933,True,85.0,30,27,12,25,22,64,0.999947277283006,-1,0,257
26,78975,2,7607,False,1.0,3,3,1,7,2,1,10.896597694064134,1,1,6
27,78975,2,7607,True,7.0,33,31,41,43,38,11,1.0000471764705885,1,0,158
28,21530,9,628,False,1.0,2,2,1,1,1,3,1.3302927024859663,1,1,4
29,21530,9,628,True,26.0,102,100,22,132,22,234,1.4587737857611716,1,1,1179
30,99234,2,4332,False,935.0,4,4,4,4,4,4,0.6393841095173062,-1,-1,3
31,99234,2,4332,True,915.0,9,4,10,13,5,11,0.7809756240986342,-1,-1,157
32,22034,1,13574,False,5.0,50,49,6,68,125,3,12.735147895141344,1,1,4
33,22034,1,13574,True,3.0,35,41,6,43,85,2,9.596269633290133,1,1,4
34,36059,2,31593,False,713.0,52,53,112,33,55,5,0.8781280057450112,-1,0,18
35,36059,2,31593,True,713.0,99,96,266,34,67,34,0.8248175182481751,-1,0,73
36,42184,2,18037,False,186.0,12,6,15,6,8,26,1.0,0,0,8
37,42184,2,18037,True,54804.0,154,47,217,51,94,360,0.0128204963839789,-1,-1,82
38,63343,2,1611,False,1.0,4,6,7,4,3,1,8.469883889695211,1,1,8
39,63343,2,1611,True,1.0,8,11,6,10,11,1,1.0000068216555384,1,0,99
40,114749,1,8382,False,1.0,20,13,38,26,21,1,17.2130032440541,1,1,5
41,114749,1,8382,True,2.0,388,383,676,409,472,1,12.969921350183844,1,1,127
42,2080,1,3444,False,1.0,2,3,4,2,1,1,1.2564958928732577,1,1,4
43,2080,1,3444,True,2.0,30,27,63,30,28,4,12.05769095543542,1,1,95
44,83154,2,304,False,1.0,6,5,12,6,4,1,12.06461290077653,1,1,10
45,83154,2,304,True,1.0,188,215,337,235,153,1,12.065470174107665,1,1,206
46,12445,2,15912,False,1.0,4,2,6,1,9,1,4.663341645885287,1,1,6
47,12445,2,15912,True,1.0,5,2,12,1,10,1,1.0000526761272732,1,0,20
48,54987,4,111786,False,230.0,291,322,239,257,323,313,1.000000049875622,1,0,2
49,54987,4,111786,True,440.0,377,305,360,294,450,478,1.0,0,0,4
