,cluster_id,h_id,t_id,freq,norm_freq
0,0,3,3,1488,0.3364752927734933
1,0,6,6,1488,0.3364752927734933
2,0,7,7,1488,0.3364752927734933
3,0,16,16,1488,0.3364752927734933
4,0,17,17,1488,0.3364752927734933
5,0,30,30,1488,0.3364752927734933
6,0,31,31,1488,0.3364752927734933
7,0,37,37,1488,0.3364752927734933
8,0,38,38,1488,0.3364752927734933
9,0,41,41,1488,0.3364752927734933
10,0,54,54,1488,0.3364752927734933
11,0,72,72,1488,0.3364752927734933
12,0,79,79,1488,0.3364752927734933
13,0,80,80,1488,0.3364752927734933
14,0,102,102,1488,0.3364752927734933
15,0,104,104,1488,0.3364752927734933
16,0,106,106,1488,0.3364752927734933
17,0,107,107,1488,0.3364752927734933
18,0,108,108,1488,0.3364752927734933
19,0,132,132,1488,0.3364752927734933
20,0,133,133,1488,0.3364752927734933
21,0,140,140,1488,0.3364752927734933
22,0,145,145,1488,0.3364752927734933
23,0,149,149,1488,0.3364752927734933
24,0,166,166,1488,0.3364752927734933
25,0,176,176,1488,0.3364752927734933
26,0,177,177,1488,0.3364752927734933
27,0,186,186,1488,0.3364752927734933
28,0,187,187,1488,0.3364752927734933
29,0,193,193,1488,0.3364752927734933
30,0,214,214,1488,0.3364752927734933
31,0,227,227,1488,0.3364752927734933
32,0,229,229,1488,0.3364752927734933
33,0,251,251,1488,0.3364752927734933
34,0,255,255,1488,0.3364752927734933
35,0,256,256,1488,0.3364752927734933
36,0,260,260,1488,0.3364752927734933
37,0,262,262,1488,0.3364752927734933
38,0,266,266,1488,0.3364752927734933
39,0,267,267,1488,0.3364752927734933
40,0,279,279,1488,0.3364752927734933
41,0,280,280,1488,0.3364752927734933
42,0,281,281,1488,0.3364752927734933
43,0,282,282,1488,0.3364752927734933
44,0,283,283,1488,0.3364752927734933
45,0,284,284,1488,0.3364752927734933
46,0,289,289,1488,0.3364752927734933
47,0,295,295,1488,0.3364752927734933
48,0,305,305,1488,0.3364752927734933
49,0,306,306,1488,0.3364752927734933
50,0,312,312,1488,0.3364752927734933
51,0,314,314,1488,0.3364752927734933
52,0,320,320,1488,0.3364752927734933
53,0,321,321,1488,0.3364752927734933
54,0,322,322,1488,0.3364752927734933
55,0,323,323,1488,0.3364752927734933
56,0,326,326,1488,0.3364752927734933
57,0,346,346,1488,0.3364752927734933
58,0,351,351,1488,0.3364752927734933
59,0,360,360,1488,0.3364752927734933
60,0,361,361,1488,0.3364752927734933
61,0,365,365,1488,0.3364752927734933
62,0,366,366,1488,0.3364752927734933
63,0,367,367,1488,0.3364752927734933
64,0,383,383,1488,0.3364752927734933
65,0,385,385,1488,0.3364752927734933
66,0,386,386,1488,0.3364752927734933
67,0,390,390,1488,0.3364752927734933
68,0,394,394,1488,0.3364752927734933
69,0,395,395,1488,0.3364752927734933
70,0,401,401,1488,0.3364752927734933
71,0,408,408,1488,0.3364752927734933
72,0,409,409,1488,0.3364752927734933
73,0,414,414,1488,0.3364752927734933
74,0,417,417,1488,0.3364752927734933
75,0,425,425,1488,0.3364752927734933
76,0,427,427,1488,0.3364752927734933
77,0,429,429,1488,0.3364752927734933
78,0,430,430,1488,0.3364752927734933
79,0,451,451,1488,0.3364752927734933
80,0,488,488,1488,0.3364752927734933
81,0,491,491,1488,0.3364752927734933
82,0,492,492,1488,0.3364752927734933
83,0,505,505,1488,0.3364752927734933
84,0,523,523,1488,0.3364752927734933
85,0,537,537,1488,0.3364752927734933
86,0,549,549,1488,0.3364752927734933
87,0,558,558,1488,0.3364752927734933
88,0,564,564,1488,0.3364752927734933
89,0,565,565,1488,0.3364752927734933
90,0,573,573,1488,0.3364752927734933
91,0,576,576,1488,0.3364752927734933
92,0,590,590,1488,0.3364752927734933
93,0,600,600,1488,0.3364752927734933
94,0,641,641,1488,0.3364752927734933
95,0,642,642,1488,0.3364752927734933
96,0,645,645,1488,0.3364752927734933
97,0,651,651,1488,0.3364752927734933
98,0,653,653,1488,0.3364752927734933
99,0,661,661,1488,0.3364752927734933
100,0,663,663,1488,0.3364752927734933
101,0,664,664,1488,0.3364752927734933
102,0,665,665,1488,0.3364752927734933
103,0,667,667,1488,0.3364752927734933
104,0,668,668,1488,0.3364752927734933
105,0,672,672,1488,0.3364752927734933
106,0,675,675,1488,0.3364752927734933
107,0,682,682,1488,0.3364752927734933
108,0,683,683,1488,0.3364752927734933
109,0,686,686,1488,0.3364752927734933
110,0,687,687,1488,0.3364752927734933
111,0,691,691,1488,0.3364752927734933
112,0,692,692,1488,0.3364752927734933
113,0,694,694,1488,0.3364752927734933
114,0,700,700,1488,0.3364752927734933
115,0,715,715,1488,0.3364752927734933
116,0,716,716,1488,0.3364752927734933
117,0,720,720,1488,0.3364752927734933
118,0,731,731,1488,0.3364752927734933
119,0,732,732,1488,0.3364752927734933
120,0,744,744,1488,0.3364752927734933
121,0,745,745,1488,0.3364752927734933
122,0,752,752,1488,0.3364752927734933
123,0,755,755,1488,0.3364752927734933
124,0,757,757,1488,0.3364752927734933
125,0,763,763,1488,0.3364752927734933
126,0,768,768,1488,0.3364752927734933
127,0,769,769,1488,0.3364752927734933
128,0,775,775,1488,0.3364752927734933
129,0,783,783,1488,0.3364752927734933
130,0,784,784,1488,0.3364752927734933
131,0,798,798,1488,0.3364752927734933
132,0,801,801,1488,0.3364752927734933
133,0,802,802,1488,0.3364752927734933
134,0,804,804,1488,0.3364752927734933
135,0,812,812,1488,0.3364752927734933
136,0,819,819,1488,0.3364752927734933
137,0,820,820,1488,0.3364752927734933
138,0,847,847,1488,0.3364752927734933
139,0,848,848,1488,0.3364752927734933
140,0,849,849,1488,0.3364752927734933
141,0,861,861,1488,0.3364752927734933
142,0,869,869,1488,0.3364752927734933
143,0,880,880,1488,0.3364752927734933
144,0,886,886,1488,0.3364752927734933
145,0,888,888,1488,0.3364752927734933
146,0,894,894,1488,0.3364752927734933
147,0,899,899,1488,0.3364752927734933
148,0,920,920,1488,0.3364752927734933
149,0,921,921,1488,0.3364752927734933
150,0,939,939,1488,0.3364752927734933
151,0,940,940,1488,0.3364752927734933
152,0,942,942,1488,0.3364752927734933
153,0,949,949,1488,0.3364752927734933
154,0,952,952,1488,0.3364752927734933
155,0,988,988,1488,0.3364752927734933
156,0,1007,1007,1488,0.3364752927734933
157,0,1009,1009,1488,0.3364752927734933
158,0,1010,1010,1488,0.3364752927734933
159,0,1013,1013,1488,0.3364752927734933
160,0,1023,1023,1488,0.3364752927734933
