,h_id,r_id,t_id,predicted_head,rank_filtered_anyburl,rank_filtered_kge,rank_filtered_kge_0,rank_filtered_kge_1,rank_filtered_kge_2,rank_filtered_kge_3,rank_filtered_kge_4,difference_psi,better_predicted_by_anyburl_t0,better_predicted_by_anyburl_t20,similar_triples
0,6180,148,2861,False,1.0,1,1,1,1,1,1,1.0,0,0,11
1,6180,148,2861,True,1.0,1,1,1,1,1,1,1.0,0,0,43
2,1454,92,5951,False,70.0,23,36,18,23,20,20,0.999988440583314,-1,0,3
3,1454,92,5951,True,31.0,23,28,24,12,25,25,0.999999999999665,-1,0,8
4,6651,13,637,False,1.0,1,1,2,1,1,1,1.0,0,0,33
5,6651,13,637,True,1.0,3,2,4,4,2,2,1.0164625675855854,1,0,362
6,1124,15,14037,False,154.0,164,252,148,139,140,140,1.0000368289630337,1,0,205
7,1124,15,14037,True,1.0,1,1,1,1,1,1,1.0,0,0,1
8,1124,15,13245,False,193.0,163,216,106,152,171,171,0.9999668014371776,-1,0,205
9,1124,15,13245,True,1.0,1,1,1,1,1,1,1.0,0,0,1
10,140,6,6827,False,1387.0,606,671,845,311,602,602,0.1643945592226033,-1,-1,11
11,140,6,6827,True,602.0,296,347,478,147,253,253,0.2054784386393731,-1,-1,8
12,1899,7,6401,False,1287.0,407,535,492,167,420,420,0.3553329671933137,-1,-1,10
13,1899,7,6401,True,43.0,36,52,33,29,32,32,0.9999999938803332,-1,0,0
14,98,37,2794,False,50.0,24,11,18,45,22,22,0.9265840762637872,-1,0,110
15,98,37,2794,True,2.0,1,1,1,1,1,1,0.8771929824561404,-1,0,1
16,9317,31,3257,False,14.0,4,5,5,4,2,2,0.8352783131308088,-1,0,4
17,9317,31,3257,True,224.0,90,175,138,102,17,17,0.7767323690144327,-1,-1,138
18,3326,40,8901,False,4.0,373,194,724,561,192,192,2.6802193528947904,1,1,7
19,3326,40,8901,True,42.0,72,56,123,75,53,53,18.97115425117731,1,1,4
20,411,13,68,False,1.0,3,5,5,1,1,1,1.1341463414634148,1,0,23
21,411,13,68,True,22.0,20,28,33,13,13,13,0.9999961770218004,-1,0,290
24,10518,73,302,False,2.0,2,2,2,2,1,1,1.0,0,0,1
25,10518,73,302,True,5.0,83,110,99,114,45,45,1.3525264878411511,1,1,93
26,422,154,2438,False,1.0,1,1,1,1,1,1,1.0,0,0,0
27,422,154,2438,True,16.0,46,31,151,28,9,9,1.141331112211326,1,0,455
28,2208,66,2388,False,480.0,62,41,100,89,39,39,0.5799605602459065,-1,-1,3
29,2208,66,2388,True,1355.0,1946,1365,3311,2567,1243,1243,1.31817728318082,1,1,16
30,2868,95,2940,False,3.0,7,8,6,9,5,5,1.641504831353357,1,1,1
31,2868,95,2940,True,14.0,331,431,401,277,273,273,1.6414025945066957,1,1,95
32,12013,33,90,False,1.0,1,1,1,1,1,1,1.0,0,0,0
33,12013,33,90,True,218.0,122,89,181,164,89,89,0.8054841928080136,-1,0,373
34,7603,103,4048,False,12.0,419,191,378,286,619,619,3.380428287268522,1,1,3
35,7603,103,4048,True,1.0,19,10,22,13,25,25,3.380470212219848,1,1,0
36,1718,157,8277,False,34.0,25,42,36,25,11,11,0.9999976634383326,-1,0,133
37,1718,157,8277,True,1.0,1,1,1,1,1,1,1.0,0,0,0
38,1718,157,10168,False,36.0,41,39,38,37,46,46,1.0000000041128605,1,0,133
39,1718,157,10168,True,1.0,1,1,1,1,1,1,1.0,0,0,0
40,4143,101,1467,False,1.0,2,1,2,3,1,1,1.3604651162790695,1,1,24
41,4143,101,1467,True,7.0,6,3,16,7,2,2,0.9999999993339505,-1,0,126
42,1234,18,2357,False,2.0,1,1,1,1,1,1,0.9999999979286506,-1,0,11
43,1234,18,2357,True,8.0,1,1,1,1,1,1,0.6843950062521245,-1,-1,40
44,12739,131,181,False,9.0,7,2,5,14,7,7,0.9999999999999994,-1,0,19
45,12739,131,181,True,27.0,4,4,2,6,4,4,0.9999099648327152,-1,0,4
