,cluster_id,h_id,t_id,freq,norm_freq
0,0,3,3,6052,0.7680255795363709
1,0,25,25,6052,0.7680255795363709
2,0,40,40,6052,0.7680255795363709
3,0,46,46,6052,0.7680255795363709
4,0,62,62,6052,0.7680255795363709
5,0,64,64,6052,0.7680255795363709
6,0,66,66,6052,0.7680255795363709
7,0,67,67,6052,0.7680255795363709
8,0,68,68,6052,0.7680255795363709
9,0,77,77,6052,0.7680255795363709
10,0,91,91,6052,0.7680255795363709
11,0,110,110,6052,0.7680255795363709
12,0,114,114,6052,0.7680255795363709
13,0,117,117,6052,0.7680255795363709
14,0,130,130,6052,0.7680255795363709
15,0,136,136,6052,0.7680255795363709
16,0,137,137,6052,0.7680255795363709
17,0,152,152,6052,0.7680255795363709
18,0,154,154,6052,0.7680255795363709
19,0,165,165,6052,0.7680255795363709
20,0,168,168,6052,0.7680255795363709
21,0,186,186,6052,0.7680255795363709
22,0,190,190,6052,0.7680255795363709
23,0,195,195,6052,0.7680255795363709
24,0,197,197,6052,0.7680255795363709
25,0,198,198,6052,0.7680255795363709
26,0,207,207,6052,0.7680255795363709
27,0,209,209,6052,0.7680255795363709
28,0,212,212,6052,0.7680255795363709
29,0,217,217,6052,0.7680255795363709
30,0,221,221,6052,0.7680255795363709
31,0,229,229,6052,0.7680255795363709
32,0,230,230,6052,0.7680255795363709
33,0,231,231,6052,0.7680255795363709
34,0,232,232,6052,0.7680255795363709
35,0,234,234,6052,0.7680255795363709
36,0,236,236,6052,0.7680255795363709
37,0,237,237,6052,0.7680255795363709
38,0,259,259,6052,0.7680255795363709
39,0,260,260,6052,0.7680255795363709
40,0,262,262,6052,0.7680255795363709
41,0,263,263,6052,0.7680255795363709
42,0,267,267,6052,0.7680255795363709
43,0,285,285,6052,0.7680255795363709
44,0,302,302,6052,0.7680255795363709
45,0,303,303,6052,0.7680255795363709
46,0,306,306,6052,0.7680255795363709
47,0,307,307,6052,0.7680255795363709
48,0,317,317,6052,0.7680255795363709
49,0,318,318,6052,0.7680255795363709
50,0,333,333,6052,0.7680255795363709
51,0,335,335,6052,0.7680255795363709
