,cluster_id,h_id,t_id,freq,norm_freq
0,0,62,62,165,0.19602272727272727
1,0,270,270,165,0.19602272727272727
2,0,304,304,165,0.19602272727272727
3,0,380,380,165,0.19602272727272727
4,0,395,395,165,0.19602272727272727
5,0,421,421,165,0.19602272727272727
6,0,452,452,165,0.19602272727272727
7,0,455,455,165,0.19602272727272727
8,0,996,996,165,0.19602272727272727
9,0,1046,1046,165,0.19602272727272727
10,0,1181,1181,165,0.19602272727272727
11,0,1205,1205,165,0.19602272727272727
12,0,1373,1373,165,0.19602272727272727
13,0,1539,1539,165,0.19602272727272727
14,0,1636,1636,165,0.19602272727272727
15,0,1645,1645,165,0.19602272727272727
16,0,1655,1655,165,0.19602272727272727
17,0,1732,1732,165,0.19602272727272727
18,0,1755,1755,165,0.19602272727272727
19,0,1893,1893,165,0.19602272727272727
20,0,1966,1966,165,0.19602272727272727
21,0,2000,2000,165,0.19602272727272727
22,0,2149,2149,165,0.19602272727272727
23,0,2233,2233,165,0.19602272727272727
24,0,2480,2480,165,0.19602272727272727
25,0,2535,2535,165,0.19602272727272727
26,0,2582,2582,165,0.19602272727272727
27,0,2685,2685,165,0.19602272727272727
28,0,2761,2761,165,0.19602272727272727
29,0,2809,2809,165,0.19602272727272727
30,0,2826,2826,165,0.19602272727272727
31,0,2970,2970,165,0.19602272727272727
32,0,3101,3101,165,0.19602272727272727
33,0,3102,3102,165,0.19602272727272727
34,0,3286,3286,165,0.19602272727272727
35,0,3293,3293,165,0.19602272727272727
36,0,3423,3423,165,0.19602272727272727
37,0,3434,3434,165,0.19602272727272727
38,0,3454,3454,165,0.19602272727272727
39,0,3606,3606,165,0.19602272727272727
40,0,3781,3781,165,0.19602272727272727
41,0,3840,3840,165,0.19602272727272727
42,0,3892,3892,165,0.19602272727272727
43,0,3944,3944,165,0.19602272727272727
44,0,4040,4040,165,0.19602272727272727
45,0,4077,4077,165,0.19602272727272727
46,0,4146,4146,165,0.19602272727272727
47,0,4194,4194,165,0.19602272727272727
48,0,4438,4438,165,0.19602272727272727
49,0,4464,4464,165,0.19602272727272727
50,0,4641,4641,165,0.19602272727272727
51,0,4744,4744,165,0.19602272727272727
52,0,4779,4779,165,0.19602272727272727
53,0,4813,4813,165,0.19602272727272727
54,0,4860,4860,165,0.19602272727272727
55,0,4989,4989,165,0.19602272727272727
56,0,5089,5089,165,0.19602272727272727
57,0,5188,5188,165,0.19602272727272727
58,0,5191,5191,165,0.19602272727272727
59,0,5202,5202,165,0.19602272727272727
60,0,5283,5283,165,0.19602272727272727
61,0,5464,5464,165,0.19602272727272727
62,0,5706,5706,165,0.19602272727272727
63,0,5742,5742,165,0.19602272727272727
64,0,5751,5751,165,0.19602272727272727
65,0,5787,5787,165,0.19602272727272727
66,0,5887,5887,165,0.19602272727272727
67,0,6073,6073,165,0.19602272727272727
68,0,6144,6144,165,0.19602272727272727
69,0,6198,6198,165,0.19602272727272727
70,0,6404,6404,165,0.19602272727272727
71,0,6408,6408,165,0.19602272727272727
72,0,6582,6582,165,0.19602272727272727
73,0,6585,6585,165,0.19602272727272727
74,0,6913,6913,165,0.19602272727272727
75,0,7240,7240,165,0.19602272727272727
76,0,7315,7315,165,0.19602272727272727
77,0,7392,7392,165,0.19602272727272727
78,0,7455,7455,165,0.19602272727272727
79,0,7515,7515,165,0.19602272727272727
80,0,7564,7564,165,0.19602272727272727
81,0,7675,7675,165,0.19602272727272727
82,0,7685,7685,165,0.19602272727272727
83,0,7730,7730,165,0.19602272727272727
84,0,7804,7804,165,0.19602272727272727
85,0,7986,7986,165,0.19602272727272727
86,0,8099,8099,165,0.19602272727272727
87,0,8214,8214,165,0.19602272727272727
88,0,8345,8345,165,0.19602272727272727
89,0,8591,8591,165,0.19602272727272727
90,0,8600,8600,165,0.19602272727272727
91,0,8707,8707,165,0.19602272727272727
92,0,8844,8844,165,0.19602272727272727
93,0,8914,8914,165,0.19602272727272727
94,0,9044,9044,165,0.19602272727272727
95,0,9432,9432,165,0.19602272727272727
96,0,9450,9450,165,0.19602272727272727
97,0,9456,9456,165,0.19602272727272727
98,0,9458,9458,165,0.19602272727272727
99,0,9492,9492,165,0.19602272727272727
100,0,9544,9544,165,0.19602272727272727
101,0,9713,9713,165,0.19602272727272727
102,0,9866,9866,165,0.19602272727272727
103,0,9972,9972,165,0.19602272727272727
104,0,10417,10417,165,0.19602272727272727
105,0,10568,10568,165,0.19602272727272727
106,0,10633,10633,165,0.19602272727272727
107,0,10638,10638,165,0.19602272727272727
108,0,10846,10846,165,0.19602272727272727
109,0,10970,10970,165,0.19602272727272727
110,0,11093,11093,165,0.19602272727272727
111,0,11166,11166,165,0.19602272727272727
112,0,11334,11334,165,0.19602272727272727
113,0,11504,11504,165,0.19602272727272727
114,0,11536,11536,165,0.19602272727272727
115,0,11631,11631,165,0.19602272727272727
116,0,11747,11747,165,0.19602272727272727
117,0,11849,11849,165,0.19602272727272727
118,0,11894,11894,165,0.19602272727272727
119,0,12006,12006,165,0.19602272727272727
120,0,12203,12203,165,0.19602272727272727
121,0,12207,12207,165,0.19602272727272727
122,0,12279,12279,165,0.19602272727272727
123,0,12336,12336,165,0.19602272727272727
124,0,12396,12396,165,0.19602272727272727
125,0,12456,12456,165,0.19602272727272727
126,0,12739,12739,165,0.19602272727272727
127,0,12754,12754,165,0.19602272727272727
128,0,12918,12918,165,0.19602272727272727
129,0,12950,12950,165,0.19602272727272727
130,0,13021,13021,165,0.19602272727272727
131,0,13183,13183,165,0.19602272727272727
132,0,13553,13553,165,0.19602272727272727
133,0,13659,13659,165,0.19602272727272727
134,0,13940,13940,165,0.19602272727272727
135,0,14118,14118,165,0.19602272727272727
136,0,14216,14216,165,0.19602272727272727
137,0,14406,14406,165,0.19602272727272727
138,0,14494,14494,165,0.19602272727272727
139,0,14859,14859,165,0.19602272727272727
140,0,15050,15050,165,0.19602272727272727
141,0,15335,15335,165,0.19602272727272727
142,0,15370,15370,165,0.19602272727272727
143,0,15473,15473,165,0.19602272727272727
144,0,15641,15641,165,0.19602272727272727
145,0,15667,15667,165,0.19602272727272727
146,0,15709,15709,165,0.19602272727272727
147,0,15793,15793,165,0.19602272727272727
148,0,15802,15802,165,0.19602272727272727
149,0,15880,15880,165,0.19602272727272727
150,0,15886,15886,165,0.19602272727272727
151,0,15923,15923,165,0.19602272727272727
152,0,16118,16118,165,0.19602272727272727
153,0,16180,16180,165,0.19602272727272727
154,0,16305,16305,165,0.19602272727272727
155,0,16322,16322,165,0.19602272727272727
156,0,16391,16391,165,0.19602272727272727
157,0,16493,16493,165,0.19602272727272727
158,0,16669,16669,165,0.19602272727272727
159,0,16700,16700,165,0.19602272727272727
160,0,16701,16701,165,0.19602272727272727
161,0,16714,16714,165,0.19602272727272727
162,0,16758,16758,165,0.19602272727272727
163,0,16793,16793,165,0.19602272727272727
164,0,16811,16811,165,0.19602272727272727
165,1,1,1,188,0.22869318181818182
166,1,76,76,188,0.22869318181818182
167,1,138,138,188,0.22869318181818182
168,1,338,338,188,0.22869318181818182
169,1,525,525,188,0.22869318181818182
170,1,638,638,188,0.22869318181818182
171,1,716,716,188,0.22869318181818182
172,1,776,776,188,0.22869318181818182
173,1,894,894,188,0.22869318181818182
174,1,1168,1168,188,0.22869318181818182
175,1,1325,1325,188,0.22869318181818182
176,1,1356,1356,188,0.22869318181818182
177,1,1387,1387,188,0.22869318181818182
178,1,1464,1464,188,0.22869318181818182
179,1,1538,1538,188,0.22869318181818182
180,1,1741,1741,188,0.22869318181818182
181,1,1763,1763,188,0.22869318181818182
182,1,1993,1993,188,0.22869318181818182
183,1,2109,2109,188,0.22869318181818182
184,1,2226,2226,188,0.22869318181818182
185,1,2322,2322,188,0.22869318181818182
186,1,2353,2353,188,0.22869318181818182
187,1,2600,2600,188,0.22869318181818182
188,1,2649,2649,188,0.22869318181818182
189,1,2740,2740,188,0.22869318181818182
190,1,2808,2808,188,0.22869318181818182
191,1,2831,2831,188,0.22869318181818182
192,1,3002,3002,188,0.22869318181818182
193,1,3150,3150,188,0.22869318181818182
194,1,3192,3192,188,0.22869318181818182
195,1,3255,3255,188,0.22869318181818182
196,1,3409,3409,188,0.22869318181818182
197,1,3447,3447,188,0.22869318181818182
198,1,3627,3627,188,0.22869318181818182
199,1,3791,3791,188,0.22869318181818182
200,1,4071,4071,188,0.22869318181818182
201,1,4158,4158,188,0.22869318181818182
202,1,4181,4181,188,0.22869318181818182
203,1,4252,4252,188,0.22869318181818182
204,1,4323,4323,188,0.22869318181818182
205,1,4375,4375,188,0.22869318181818182
206,1,4380,4380,188,0.22869318181818182
207,1,4501,4501,188,0.22869318181818182
208,1,4562,4562,188,0.22869318181818182
209,1,4606,4606,188,0.22869318181818182
210,1,4631,4631,188,0.22869318181818182
211,1,4663,4663,188,0.22869318181818182
212,1,4862,4862,188,0.22869318181818182
213,1,4930,4930,188,0.22869318181818182
214,1,5099,5099,188,0.22869318181818182
215,1,5133,5133,188,0.22869318181818182
216,1,5299,5299,188,0.22869318181818182
217,1,5400,5400,188,0.22869318181818182
218,1,5618,5618,188,0.22869318181818182
219,1,5784,5784,188,0.22869318181818182
220,1,5841,5841,188,0.22869318181818182
221,1,5866,5866,188,0.22869318181818182
222,1,5941,5941,188,0.22869318181818182
223,1,5978,5978,188,0.22869318181818182
224,1,6023,6023,188,0.22869318181818182
225,1,6036,6036,188,0.22869318181818182
226,1,6111,6111,188,0.22869318181818182
227,1,6231,6231,188,0.22869318181818182
228,1,6364,6364,188,0.22869318181818182
229,1,6604,6604,188,0.22869318181818182
230,1,6637,6637,188,0.22869318181818182
231,1,6665,6665,188,0.22869318181818182
232,1,6722,6722,188,0.22869318181818182
233,1,6781,6781,188,0.22869318181818182
234,1,6800,6800,188,0.22869318181818182
235,1,6851,6851,188,0.22869318181818182
236,1,6883,6883,188,0.22869318181818182
237,1,7003,7003,188,0.22869318181818182
238,1,7135,7135,188,0.22869318181818182
239,1,7136,7136,188,0.22869318181818182
240,1,7201,7201,188,0.22869318181818182
241,1,7249,7249,188,0.22869318181818182
242,1,7266,7266,188,0.22869318181818182
243,1,7429,7429,188,0.22869318181818182
244,1,7572,7572,188,0.22869318181818182
245,1,7614,7614,188,0.22869318181818182
246,1,7658,7658,188,0.22869318181818182
247,1,7856,7856,188,0.22869318181818182
248,1,7911,7911,188,0.22869318181818182
249,1,8130,8130,188,0.22869318181818182
250,1,8209,8209,188,0.22869318181818182
251,1,8567,8567,188,0.22869318181818182
252,1,8569,8569,188,0.22869318181818182
253,1,8592,8592,188,0.22869318181818182
254,1,8672,8672,188,0.22869318181818182
255,1,8692,8692,188,0.22869318181818182
256,1,8719,8719,188,0.22869318181818182
257,1,8752,8752,188,0.22869318181818182
258,1,8766,8766,188,0.22869318181818182
259,1,8859,8859,188,0.22869318181818182
260,1,8942,8942,188,0.22869318181818182
261,1,8994,8994,188,0.22869318181818182
262,1,9218,9218,188,0.22869318181818182
263,1,9274,9274,188,0.22869318181818182
264,1,9286,9286,188,0.22869318181818182
265,1,9527,9527,188,0.22869318181818182
266,1,9592,9592,188,0.22869318181818182
267,1,9706,9706,188,0.22869318181818182
268,1,9780,9780,188,0.22869318181818182
269,1,9853,9853,188,0.22869318181818182
270,1,9895,9895,188,0.22869318181818182
271,1,10034,10034,188,0.22869318181818182
272,1,10104,10104,188,0.22869318181818182
273,1,10160,10160,188,0.22869318181818182
274,1,10205,10205,188,0.22869318181818182
275,1,10221,10221,188,0.22869318181818182
276,1,10248,10248,188,0.22869318181818182
277,1,10276,10276,188,0.22869318181818182
278,1,10553,10553,188,0.22869318181818182
279,1,10585,10585,188,0.22869318181818182
280,1,10684,10684,188,0.22869318181818182
281,1,10685,10685,188,0.22869318181818182
282,1,10776,10776,188,0.22869318181818182
283,1,10788,10788,188,0.22869318181818182
284,1,10795,10795,188,0.22869318181818182
285,1,10899,10899,188,0.22869318181818182
286,1,10948,10948,188,0.22869318181818182
287,1,10975,10975,188,0.22869318181818182
288,1,10997,10997,188,0.22869318181818182
289,1,11010,11010,188,0.22869318181818182
290,1,11103,11103,188,0.22869318181818182
291,1,11290,11290,188,0.22869318181818182
292,1,11309,11309,188,0.22869318181818182
293,1,11396,11396,188,0.22869318181818182
294,1,11429,11429,188,0.22869318181818182
295,1,11472,11472,188,0.22869318181818182
296,1,11698,11698,188,0.22869318181818182
297,1,11813,11813,188,0.22869318181818182
298,1,11824,11824,188,0.22869318181818182
299,1,11898,11898,188,0.22869318181818182
300,1,12052,12052,188,0.22869318181818182
301,1,12304,12304,188,0.22869318181818182
302,1,12352,12352,188,0.22869318181818182
303,1,12365,12365,188,0.22869318181818182
304,1,12390,12390,188,0.22869318181818182
305,1,12391,12391,188,0.22869318181818182
306,1,12430,12430,188,0.22869318181818182
307,1,12478,12478,188,0.22869318181818182
308,1,12594,12594,188,0.22869318181818182
309,1,12694,12694,188,0.22869318181818182
310,1,12928,12928,188,0.22869318181818182
311,1,12958,12958,188,0.22869318181818182
312,1,12974,12974,188,0.22869318181818182
313,1,13114,13114,188,0.22869318181818182
314,1,13210,13210,188,0.22869318181818182
315,1,13374,13374,188,0.22869318181818182
316,1,13441,13441,188,0.22869318181818182
317,1,13602,13602,188,0.22869318181818182
318,1,13615,13615,188,0.22869318181818182
319,1,13807,13807,188,0.22869318181818182
320,1,13926,13926,188,0.22869318181818182
321,1,13934,13934,188,0.22869318181818182
322,1,13997,13997,188,0.22869318181818182
323,1,14023,14023,188,0.22869318181818182
